PID,차량번호,이전차량번호,차량명,세부 모델,색상,주행거리,최초등록일,홈페이지상태,경과일수(매입일기준),매입유형1,매입유형2,매입유형3,매입담당자,최종수정일,신차가,매입가,지점판매가,할인,할인적용가,예상매출이익,신차가대비,담당자명,RB상담수,E상담수,E URL,RB조회수,RB찜수,E조회수,E찜수,자사몰광고,E광고,지점
C26070300035,276노1861,276노1861,트레일블레이저,1.35 가솔린 RS,흰색,28560,2021-04-01,판매완료,28,현물,플랫폼,헤이딜러,남궁곤,2026-07-03,26460000,18400000.0,20800000,0,20800000,2181818.0,79.0,오지희,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42323736,3,0,,,,,
C26061100064,213구6452,213구6452,코나,1.6 가솔린 2WD 모던 팝,흰색,98589,2019-10-14,판매완료,49,현물,기타현물,개인매입,황상희,2026-07-28,23960000,12200000.0,12300000,0,12300000,90909.0,51.0,함세진,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42205524,4,1,,,,,
C26061100076,359머9611,359머9611,더 뉴그랜저IG,가솔린 2.5 캘리그래피,흰색,113071,2020-05-07,판매완료,49,현물,플랫폼,엔카닷컴,이강토,2026-07-21,42450000,19420000.0,20900000,0,20900000,1345454.0,49.0,이민형,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42175212,7,4,,,,,
C26060600005,31저1867,31저1867,아이오닉 6,롱레인지 AWD 프레스티지,,99056,2022-12-23,판매완료,49,현물,플랫폼,제휴_네이버 마이카(바로팔기),김서윤,2026-07-30,70387750,29000000.0,31000000,0,31000000,1818181.0,44.0,김찬울,2,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42216521,12,3,,,,,
C26051500014,807소7610,807소7610,더 뉴봉고Ⅲ화물,1톤 킹캡 초장축 L,흰색,35942,2022-11-18,판매완료,74,현물,플랫폼,헤이딜러,이준희,2026-07-30,20460000,16400000.0,16700000,0,16700000,272727.0,82.0,이재국,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42033277,3,0,,,,,
C26040900044,03어2442,03어2442,G4 렉스턴,2.2 4WD 헤리티지,흰색,97709,2017-07-19,판매완료,112,현물,플랫폼,제휴_네이버 마이카(바로팔기),김서윤,2026-07-30,45380000,14500000.0,14200000,0,14200000,-272728.0,31.0,김찬울,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41854738,3,0,,,,,
C26072100049,08주0656,08주0656,싼타페 더 프라임,디젤 R2.0 2WD 익스클루시브,흰색,158608,2015-12-30,판매완료,10,현물,기타현물,개인매입,이정표,2026-07-30,34630000,5800000.0,8180000,0,8180000,2163636.0,24.0,김병현,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42412534,10,0,,,,,
C26072100046,10서2111,10서2111,팰리세이드,2.2 디젤 프레스티지,흰색,117402,2019-05-03,판매완료,10,현물,기타현물,개인매입,신학수,2026-07-22,45850000,17500000.0,20500000,0,20500000,2727272.0,45.0,김민식,2,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42419786,1,0,,,,,
C26072100055,63버0525,11하2216,모델 Y,AWD 롱 레인지 ,흰색,31529,2022-08-05,판매완료,18,위탁매입,위탁매입,레드캡투어,박범수,2026-07-21,96649000,45171660.0,46000000,0,46000000,753036.0,48.0,심왕신,0,0,javascript:;,1,0,,,,,
C26072010093,92보5804,92보5804,더 뉴렉스턴 스포츠,2.2 4WD 프레스티지,쥐색,45765,2021-07-22,판매완료,4,선물,선물,현대캐피탈,김영숙,2026-07-30,31600000,7900000.0,11500000,0,11500000,3272727.0,36.0,,0,0,javascript:;,0,0,,,,,
C26072210065,84구2855,84구2855,더 뉴그랜드스타렉스,5인승 디젤 밴 스마트,흰색,128656,2019-07-26,판매완료,4,선물,선물,현대캐피탈,김영숙,2026-07-30,24350000,5357000.0,10200000,0,10200000,4402727.0,42.0,,0,0,javascript:;,0,0,,,,,
C26060400030,274가9747,274가9747,더 뉴니로,1.6 GDI HEV 노블레스 스페셜,진회색,94349,2019-12-20,판매완료,57,현물,플랫폼,헤이딜러,이강토,2026-07-21,32920000,16750000.0,17700000,0,17700000,863636.0,54.0,김철관,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42133734,4,4,,,,,
C26070710005,243고5598,198호7769,신형 카니발(KA4),9인승 가솔린 프레스티지,흰색,103915,2023-04-20,판매완료,22,선물,선물,현대캐피탈,박종만,2026-07-30,35480000,19549480.0,15850000,0,15850000,-3363164.0,45.0,권주용,0,0,javascript:;,0,0,,,,,
C26070610044,243고5539,198하9354,더 뉴기아 레이,1.0 가솔린 프레스티지,청색,13764,2024-06-18,판매완료,23,선물,선물,현대캐피탈,박종만,2026-07-20,17300000,10639500.0,14800000,0,14800000,3782272.0,86.0,송승익,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42436965,1,0,,,,,
C26070610012,253가4969,253가4969,더 올뉴G80,가솔린 2.5 2WD 기본형,흰색,44598,2023-07-05,판매완료,23,선물,선물,현대캐피탈,박종만,2026-07-10,63690000,40634220.0,42000000,0,42000000,1241618.0,66.0,구준회,2,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42368883,6,1,,,,,
C26070610038,96도5262,96도5262,더 뉴그랜드스타렉스,3인승 디젤 밴 스마트,흰색,77404,2020-11-20,판매완료,22,선물,선물,현대캐피탈,박종만,2026-07-30,24790000,5850440.0,13000000,0,13000000,6499600.0,52.0,,0,0,javascript:;,0,0,,,,,
C26062610055,90저5081,90저5081,더 뉴그랜드스타렉스,3인승 디젤 밴 스마트,흰색,13450,2020-06-25,판매완료,30,선물,선물,현대캐피탈,박종만,2026-08-03,25390000,5585800.0,14150000,0,14150000,7785636.0,56.0,,0,0,javascript:;,0,0,,,,,
C26061810046,90저5069,90저5069,더 뉴그랜드스타렉스,5인승 디젤 밴 스마트,흰색,128150,2020-06-24,판매완료,22,선물,선물,현대캐피탈,김영숙,2026-08-03,25640000,5640800.0,9300000,0,9300000,3326545.0,36.0,,0,0,javascript:;,0,0,,,,,
C26061800101,175부9070,175부9070,쏘나타(DN8),L2.0 렌터카 스타일,진회색,68280,2021-10-13,판매완료,43,현물,기타현물,개인매입,김용훈,2026-07-23,22600000,12060000.0,12900000,0,12900000,763636.0,57.0,이순민,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42241456,8,1,,,,,
C26041000115,283어8862,169허5580,GV80,3.0 디젤 2WD 기본형,흰색,95490,2022-02-18,판매완료,108,위탁매입,위탁매입,NH농협캐피탈,유원일,2026-07-14,67500000,35261265.0,32900000,0,32900000,-2146605.0,49.0,유웅현,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41914153,13,3,,,,,
C26031000006,271우2370,271우2370,더 뉴그랜저IG,가솔린 2.5 르블랑,흰색,40464,2022-08-04,판매완료,143,현물,플랫폼,헤이딜러(셀프),이형민,2026-07-15,38100000,26810000.0,24900000,0,24900000,-1736364.0,65.0,서민수,2,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41672796,8,5,,,,,
C26061600075,07오8075,07오8075,SM6,2.0 LPe 장애인 RE,진회색,68331,2017-06-14,판매완료,44,현물,기타현물,개인매입,신민석,2026-07-24,32464835,8050000.0,9900000,0,9900000,1681818.0,30.0,한재근,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42207920,5,1,,,,,
C26052200078,376주9635,157하6260,신형 카니발(KA4),리무진 7인승 디젤 시그니처,미색,133024,2021-07-30,판매완료,129,위탁매입,위탁매입,우리금융캐피탈,한만수,2026-07-27,47980000,24480000.0,20000000,0,20000000,-4072728.0,42.0,김동기,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41796886,0,0,,,,,
C26070100051,48노3168,48노3168,LF쏘나타 뉴라이즈,2.0 CVVL 스마트,흰색,105893,2018-07-16,판매완료,15,현물,기타현물,개인매입,김형훈,2026-07-23,25810000,7290000.0,9900000,0,9900000,2372727.0,38.0,서건희,2,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42417557,9,2,,,,,
C26062300024,119고1574,119고1574,트랙스 크로스오버,1.2 가솔린 터보 RS 플러스,흰색,24417,2024-01-09,판매완료,36,현물,플랫폼,헤이딜러,이상명,2026-07-24,28800000,20590000.0,21600000,0,21600000,918181.0,75.0,이찬희,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42250916,7,2,,,,,
C26060800047,326머8066,326머8066,더 올뉴투싼 하이브리드,1.6 HEV 인스퍼레이션,회색,25279,2022-05-25,판매완료,43,현물,기타현물,개인매입,한태웅,2026-07-28,40120000,26373000.0,29200000,0,29200000,2570000.0,73.0,서건희,2,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42213000,5,6,,,,,
C26060900042,329무3214,171호7979,뉴 GV80,2.5 가솔린 AWD 기본형,흰색,50983,2024-04-05,판매완료,65,위탁매입,위탁매입,우리금융캐피탈,한만수,2026-05-28,86140000,58100000.0,58100000,0,58100000,0.0,67.0,김병훈,4,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42123397,27,2,,,,,
C26072800078,23로5688,23로5688,그랜저HG,HG 240 모던,검정,105063,2014-06-05,판매완료,3,현물,대차,지점대차,구준회,2026-07-30,31700000,1300000.0,2850000,0,2850000,1409090.0,9.0,,0,0,javascript:;,0,0,,,,,
C26072800076,310소4386,221하9111,디 올뉴스포티지 하이브리드,1.6 HEV 노블레스,미색,23264,2024-08-30,판매완료,8,위탁매입,위탁매입,하나캐피탈,김영욱,2026-07-23,37760000,28500000.0,28500000,0,28500000,0.0,75.0,김근호,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42434143,1,0,,,,,
C26072900034,358서1450,220호6441,디 올뉴그랜저,가솔린 2.5 프리미엄,흰색,80757,2023-06-16,판매완료,4,위탁매입,위탁매입,하나캐피탈,김영욱,2026-07-28,40100000,21500000.0,21500000,0,21500000,0.0,54.0,송현규,0,0,javascript:;,1,0,,,,,
C26070810138,243고5502,180호7368,스타리아,2.2 디젤 투어러 9인승 4WD 모던,흰색,71195,2022-07-07,판매완료,17,선물,선물,현대캐피탈,박종만,2026-08-03,35890000,19021700.0,23750000,0,23750000,4298454.0,66.0,,0,0,javascript:;,0,0,,,,,
C26070810140,729두5315,716호2278,스타리아,2.2 디젤 투어러 11인승 4WD 모던,흰색,31794,2022-07-06,판매완료,17,선물,선물,현대캐피탈,박종만,2026-07-30,35840000,18995200.0,23500000,0,23500000,4095272.0,66.0,,0,0,javascript:;,0,0,,,,,
C26070810146,729두5340,716호2272,스타리아,2.2 디젤 투어러 11인승 4WD 모던,흰색,40934,2022-07-04,판매완료,17,선물,선물,현대캐피탈,박종만,2026-07-30,35840000,18995200.0,23000000,0,23000000,3640727.0,64.0,,0,0,javascript:;,0,0,,,,,
C26072400027,01노0356,01노0356,뉴 SM3,1.6 LE,은색,88990,2013-09-13,판매완료,4,현물,기타현물,개인매입,정명윤,2026-07-30,18880000,1000000.0,1050000,0,1050000,45454.0,6.0,,0,0,javascript:;,0,0,,,,,
C26071410010,845오2237,845오2237,포터II,VGT 슈퍼캡 초장축 프리미엄,흰색,198803,2022-10-04,판매완료,7,선물,선물,현대캐피탈,박종만,2026-07-30,21990000,5717400.0,9500000,0,9500000,3438727.0,43.0,,0,0,javascript:;,0,0,,,,,
C26071410031,729두5316,716호2084,스타리아,2.2 디젤 투어러 11인승 2WD 모던,흰색,66552,2022-08-30,판매완료,15,선물,선물,현대캐피탈,박종만,2026-07-30,35640000,13970880.0,19500000,0,19500000,5026472.0,55.0,,0,0,javascript:;,0,0,,,,,
C26071410049,87무3901,87무3901,포터II,CRDi 슈퍼캡 초장축 스마트,흰색,159798,2020-03-17,판매완료,4,선물,선물,현대캐피탈,박종만,2026-07-30,18390000,6650000.0,9500000,0,9500000,2590909.0,52.0,,0,0,javascript:;,0,0,,,,,
C26071610074,824머1897,824머1897,포터II,윙바디 전동식,흰색,22691,2022-07-19,판매완료,3,선물,선물,현대캐피탈,박종만,2026-07-30,27150000,9450000.0,17000000,0,17000000,6863636.0,63.0,,0,0,javascript:;,0,0,,,,,
C26072000101,204구3269,169허6773,신형쏘렌토 하이브리드(MQ4),1.6 HEV 2WD 프레스티지,미색,86366,2022-07-05,판매완료,18,위탁매입,위탁매입,NH농협캐피탈,유원일,2026-07-24,40060000,21598565.0,23700000,0,23700000,1910395.0,59.0,,0,0,javascript:;,0,0,,,,,
C26040100007,165라2024,165라2024,더 뉴그랜저IG,LPi 3.0 렌터카 모던,,111071,2020-10-13,판매완료,120,현물,기타현물,개인매입,김용훈,2026-07-29,31398000,16560000.0,14250000,0,14250000,-2100000.0,45.0,이순민,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41804028,6,0,,,,,
C26042010134,63주1050,63주1050,디 올뉴니로EV,에어 ,,9768,2023-04-20,판매완료,92,선물,선물,현대캐피탈,박종만,2026-07-29,52660000,28215000.0,24880000,0,24880000,-3031819.0,47.0,김학범,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42116544,3,0,,,,,
C26042010090,05수4104,05수4104,디 올뉴니로EV,에어 ,,10756,2023-04-20,판매완료,92,선물,선물,현대캐피탈,박종만,2026-07-29,52660000,28215000.0,24980000,0,24980000,-2940910.0,47.0,심왕신,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41945237,2,1,,,,,
C26042010292,63주0949,63주0949,EV6,롱 레인지 2WD 어스,,54357,2023-04-21,판매완료,92,선물,선물,현대캐피탈,박종만,2026-07-20,63210000,36797000.0,35300000,0,35300000,-1360910.0,56.0,구준회,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41979292,3,0,,,,,
C26032600016,67머5673,67머5673,더 뉴모닝,가솔린 럭셔리,흰색,69203,2015-03-13,판매완료,126,현물,플랫폼,헤이딜러,장면우,2026-07-23,13950000,6050000.0,5900000,0,5900000,-136364.0,42.0,유지석,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41744198,7,6,,,,,
C26050410059,271구4632,141하2396,셀토스,1.6 가솔린 2WD 프레스티지,흰색,43813,2022-05-11,판매완료,80,선물,선물,현대캐피탈,박종만,2026-07-15,24850000,12176500.0,17900000,0,17900000,5203181.0,72.0,서민수,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42044400,4,0,,,,,
C26051300035,38나5039,38나5039,올 뉴K7,2.4 GDi 리미티드,청색,109752,2017-06-27,판매완료,77,현물,플랫폼,헤이딜러,임현모,2026-07-21,39750000,9600000.0,11900000,0,11900000,2090909.0,30.0,김철관,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42032104,5,0,,,,,
C26051500002,28구1397,28구1397,올 뉴K3,1.6 가솔린 노블레스,흰색,46323,2019-02-01,판매완료,73,현물,플랫폼,헤이딜러,김준만,2026-07-23,25320000,14500000.0,15000000,0,15000000,454545.0,59.0,김현,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42038801,4,5,,,,,
C26060500123,26서8592,26서8592,코나,1.6 가솔린 2WD 모던 테크,빨강(주홍),91980,2019-05-16,판매완료,52,현물,기타현물,개인매입,문준영,2026-07-22,22530000,9500000.0,10600000,0,10600000,1000000.0,47.0,장영석,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42167332,5,2,,,,,
C26061100065,325저5271,325저5271,트레일블레이저,1.35 가솔린 RS,흰색,81757,2020-03-30,판매완료,48,현물,플랫폼,헤이딜러,이종호,2026-07-21,25090000,14000000.0,15500000,0,15500000,1363636.0,62.0,신세화,2,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42198197,5,2,,,,,
C26052900107,205버7030,205버7030,C클래스(4세대),C220 CDI 블루텍 파노라믹 썬루프,흰색,75447,2015-01-23,판매완료,59,현물,플랫폼,헤이딜러,김성민,2026-07-29,58300000,13500000.0,15100000,0,15100000,1454545.0,26.0,신민식,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42137506,5,0,,,,,
C26043000058,160도4846,160도4846,그랜저IG,2.4 GDi 익스클루시브 스페셜,진회색,71360,2019-11-07,판매완료,91,현물,기타현물,개인매입,남동호,2026-07-27,36670000,16300000.0,16500000,0,16500000,181818.0,45.0,강현구,2,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41972424,6,3,,,,,
C26043000060,50모2995,50모2995,코나,1.6 가솔린 2WD 모던 아트,진회색,71882,2018-07-20,판매완료,91,현물,플랫폼,헤이딜러,김경하,2026-07-29,23810000,13300000.0,14500000,0,14500000,1090909.0,61.0,이민형,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41972220,3,3,,,,,
C26060900081,125도8886,125도8886,아반떼 하이브리드(CN7),HEV 스마트,진회색,58883,2021-09-27,판매완료,49,현물,플랫폼,헤이딜러(셀프),손우찬,2026-07-29,26069350,14600000.0,15500000,0,15500000,818181.0,59.0,장영석,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42184965,9,6,,,,,
C26060900084,01소2776,01소2776,더 뉴트랙스,1.4 터보 프리미어,흰색,31047,2019-01-14,판매완료,49,현물,플랫폼,헤이딜러,이강토,2026-07-21,22420000,9250000.0,10700000,0,10700000,1318181.0,48.0,허강혁,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42179922,5,2,,,,,
C26080400027,389고7746,174호2577,더 올뉴G80,가솔린 2.5 AWD 기본형,흰색,46523,2023-02-10,판매완료,93,위탁매입,위탁매입,우리금융캐피탈,한만수,2026-07-29,72250000,39240000.0,38430000,0,38430000,-736364.0,53.0,강승원,0,0,,0,0,,,,,
C26080400038,129로9075,171하5534,더 뉴K5(DL3),2.0 가솔린 프레스티지,미색,44296,2023-12-08,판매완료,93,위탁매입,위탁매입,우리금융캐피탈,한만수,2026-07-29,28730000,22650000.0,22050000,0,22050000,-545455.0,77.0,송연호,0,0,,1,0,,,,,
C26080400047,347소7840,171하1499,더 올뉴G80,가솔린 3.5 AWD 스포츠팩,회색,91874,2022-05-19,판매완료,79,위탁매입,위탁매입,우리금융캐피탈,한만수,2026-07-29,75700000,36180000.0,35580000,0,35580000,-545455.0,47.0,김병훈,0,0,,0,0,,,,,
C26052900013,252부4213,252부4213,더 뉴스파크,프리미어,흰색,27870,2020-11-19,판매완료,62,현물,플랫폼,헤이딜러,김민수,2026-07-21,14480000,7200000.0,7900000,0,7900000,636363.0,55.0,금도윤,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42164603,5,2,,,,,
C26070600039,305거3996,305거3996,더 뉴투싼,1.6 터보 2WD 인스퍼레이션,검정,23214,2024-10-16,판매완료,24,현물,기타현물,개인매입,문준영,2026-07-29,39210000,31000000.0,35560000,0,35560000,4145454.0,91.0,장영석,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42331242,4,0,,,,,
C26062200150,226로9943,131호1291,더 올뉴투싼,1.6 터보 2WD 프리미엄,흰색,68236,2023-04-17,판매완료,45,현물,기타현물,개인매입,김인홍,2026-07-23,29260000,15500000.0,16500000,0,16500000,909090.0,56.0,강현구,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42280617,8,0,,,,,
C26033000113,89루2735,89루2735,렉스턴 스포츠,2.2 4WD 프레스티지,진회색,75961,2018-12-17,판매완료,121,현물,플랫폼,헤이딜러,임현모,2026-07-29,34870000,14500000.0,14500000,0,14500000,0.0,42.0,이찬희,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41808799,2,1,,,,,
C26072300007,26서7952,26서7952,QM3,RE,빨강(주홍),135566,2014-04-02,판매완료,1,현물,기타현물,개인매입,김준만,2026-07-29,24500000,1400000.0,2200000,0,2200000,727272.0,9.0,,0,0,javascript:;,0,0,,,,,
C26072300038,63버0314,38허0836,EV6,롱 레인지 2WD 에어,회색,34110,2023-03-17,판매완료,85,위탁매입,위탁매입,레드캡투어,박범수,2026-07-23,59180000,29968340.0,30200000,0,30200000,210600.0,51.0,장영석,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42010481,0,0,,,,,
C26022600104,100조1841,100조1841,더 올뉴투싼,1.6 터보 2WD 인스퍼레이션,진회색,93179,2020-11-23,판매완료,153,현물,플랫폼,헤이딜러,진용대,2026-07-16,36260000,23380000.0,20500000,0,20500000,-2618182.0,57.0,이관호,2,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41624537,6,3,,,,,
C26060910124,273가2134,200허1086,더 뉴기아 레이,2인승 밴 프레스티지 스페셜,진회색,20641,2024-04-09,판매완료,45,선물,선물,현대캐피탈,박종만,2026-06-24,16970000,10351700.0,13900000,0,13900000,3225727.0,82.0,오지희,2,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42281189,4,0,,,,,
C26061200022,179나9476,179나9476,코나,1.6 가솔린 2WD 모던 초이스,진회색,18588,2020-06-08,판매완료,45,현물,플랫폼,헤이딜러,장면우,2026-06-12,24010000,16000000.0,17900000,0,17900000,1727272.0,75.0,김학범,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42196858,4,0,,,,,
C26061500094,33러7136,33러7136,더 기아 레이 EV,4인승 에어,청색,34455,2023-10-12,판매완료,44,현물,플랫폼,헤이딜러(셀프),이종호,2026-07-21,30800000,19500000.0,21300000,0,21300000,1636363.0,69.0,최은선,4,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42206620,9,3,,,,,
C26062900101,33조0225,33조0225,QM6,2.0 dCi 4WD RE 시그니처,흰색,173136,2016-11-17,판매완료,29,현물,기타현물,개인매입,문준영,2026-07-29,34700000,5800000.0,7760000,0,7760000,1781818.0,22.0,장영석,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42288630,4,0,,,,,
C26072000006,146가5830,146가5830,렉스턴 뉴 아레나,2.2 4WD 써밋,흰색,32584,2024-07-16,판매완료,9,현물,기타현물,개인매입,김인홍,2026-07-29,61610000,34700000.0,40200000,0,40200000,5000000.0,65.0,김인섭,0,0,javascript:;,12,0,,,,,
C26072000007,204구3259,174하6062,신형 G90,3.5 터보 AWD 기본형,검정,110581,2023-04-28,판매완료,51,위탁매입,위탁매입,우리금융캐피탈,한만수,2026-06-10,102800000,49500000.0,49500000,0,49500000,0.0,48.0,이민형,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42219628,0,0,,,,,
C26072400123,49무7742,49무7742,더 뉴파사트(7세대),2.0 TDI,회색,154924,2013-07-08,판매완료,3,현물,대차,지점대차,김병현,2026-07-29,40800000,570000.0,750000,0,750000,163636.0,2.0,,0,0,javascript:;,0,0,,,,,
C26070310055,129로9037,180하5831,더 뉴K5 하이브리드(DL3),2.0 HEV 노블레스,,42286,2024-03-08,판매완료,23,선물,선물,현대캐피탈,박종만,2026-07-10,38060000,23113530.0,26000000,0,26000000,2624063.0,68.0,이지현,1,0,javascript:;,9,0,,,,,
C26072900030,24거2712,24거2712,아이오닉 5,EV 2WD 롱레인지 프레스티지,흰색,26569,2024-06-13,판매완료,22,위탁매입,위탁매입,현대캐피탈(직),김태훈,2026-07-09,64110000,40650000.0,37500000,0,37500000,-2863637.0,58.0,오지희,0,0,,0,0,,,,,
C26072900037,129로9064,130하2534,디 올뉴코나,1.6 가솔린 터보 2WD 프리미엄,회색,22762,2024-03-06,판매완료,7,위탁매입,위탁매입,하나캐피탈,김영욱,2026-07-23,28780000,22000000.0,22000000,0,22000000,0.0,76.0,구준회,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42448140,7,0,,,,,
C26072900061,270오1213,130호2481,디 올뉴스포티지 하이브리드,1.6 HEV 시그니처,미색,27056,2023-06-15,판매완료,16,위탁매입,위탁매입,하나캐피탈,김영욱,2026-07-29,39200000,29600000.0,29600000,0,29600000,0.0,76.0,박인혁,0,0,,1,0,,,,,
C26072900062,211러4624,211러4624,E클래스(5세대),E350 4매틱 아방가르드,흰색,15338,2022-07-18,판매완료,20,위탁매입,위탁매입,하나캐피탈,김영욱,2026-07-10,84800000,42600000.0,42600000,0,42600000,0.0,50.0,장영석,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42395555,0,0,,,,,
C26072900019,122수4097,122수4097,아반떼(CN7),1.6 가솔린 모던,파랑(남색곤색),99293,2022-04-25,판매완료,22,위탁매입,위탁매입,현대캐피탈(직),김태훈,2026-07-29,22530000,14030000.0,14000000,0,14000000,-27273.0,62.0,박인혁,0,0,,0,0,,,,,
C26072800074,168오3028,168오3028,E클래스(5세대),E350 4매틱 AMG 라인,파랑(남색곤색),44350,2022-05-27,판매완료,27,위탁매입,위탁매입,하나캐피탈,김영욱,2026-07-06,89200000,42300000.0,42300000,0,42300000,0.0,47.0,김근호,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42334660,0,0,,,,,
C26071600053,360모7953,360모7953,더 뉴기아 레이,2인승 밴 프레스티지 스페셜,,78384,2023-09-26,판매완료,10,현물,기타현물,개인매입,신민석,2026-07-29,16670000,7800000.0,11000000,0,11000000,2909090.0,66.0,이민형,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42407320,4,0,,,,,
C26071500090,199러1359,199러1359,토레스,1.5 GDI-T 2WD T7,연두색,37877,2022-08-18,판매완료,10,현물,대차,지점대차,박선우,2026-07-28,34149000,18200000.0,20100000,0,20100000,1727272.0,59.0,박선우,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42401336,10,1,,,,,
C26062200010,174주7089,174주7089,더 뉴기아 레이,1.0 가솔린 시그니처,진회색,23131,2023-07-03,판매완료,35,현물,플랫폼,헤이딜러,이종호,2026-07-28,19200000,15000000.0,16160000,0,16160000,1054545.0,84.0,신민식,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42265215,3,1,,,,,
