PID,차량번호,이전차량번호,차량명,세부 모델,색상,주행거리,최초등록일,홈페이지상태,경과일수(매입일기준),매입유형1,매입유형2,매입유형3,매입담당자,최종수정일,신차가,매입가,지점판매가,할인,할인적용가,예상매출이익,신차가대비,담당자명,RB상담수,E상담수,E URL,RB조회수,RB찜수,E조회수,E찜수,자사몰광고,E광고,지점
C26042100021,12너4035,12너4035,더 뉴맥스크루즈,디젤 2.2 2WD 프레스티지,청색,99889,2016-12-15,판매완료,115,현물,플랫폼,헤이딜러,진용대,2026-07-27,40350000,11680000.0,11700000,0,11700000,18181.0,29.0,김병현,3,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41919046,7,6,,,,,
C26080700038,174소2359,165허2728,팰리세이드,2.2 디젤 AWD 캘리그래피,흰색,97895,2021-06-23,판매완료,38,위탁매입,위탁매입,NH농협캐피탈,유원일,2026-07-08,51930000,23686540.0,27500000,0,27500000,3466781.0,53.0,금도윤,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42401056,0,0,,,,,
C26081100031,179보1257,179보1257,CLS클래스(3세대),CLS 53 AMG 4매틱+,회색,75734,2022-06-17,판매완료,99,위탁매입,위탁매입,하나캐피탈,김영욱,2026-07-29,131100000,54500000.0,54500000,0,54500000,0.0,42.0,최진영,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42008363,0,0,,,,,
C26081100038,169하6878,169하6878,신형쏘렌토 하이브리드(MQ4),1.6 HEV 2WD 프레스티지,미색,111880,2022-07-12,판매완료,16,위탁매입,위탁매입,NH농협캐피탈,유원일,2026-07-30,40060000,19977190.0,22700000,0,22700000,2475281.0,57.0,구준회,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42521046,0,0,,,,,
C26062500062,261조3818,157하3568,GV70,2.5T AWD 기본형,진회색,100504,2021-03-05,판매완료,134,위탁매입,위탁매입,우리금융캐피탈,한만수,2026-07-14,58300000,29880000.0,27900000,1100000,26800000,-1800000.0,48.0,금도윤,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41842003,13,7,,,,,
C26080600069,182저8537,182저8537,S클래스(7세대),S580L 4매틱 ,검정,97838,2022-05-04,판매완료,35,위탁매입,위탁매입,하나캐피탈,김영욱,2026-07-10,229120000,86300000.0,86300000,0,86300000,0.0,38.0,이관호,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42413031,1,0,,,,,
C26052810034,227거7857,180호5560,신형 카니발(KA4),9인승 가솔린 노블레스,흰색,85337,2022-05-30,판매완료,73,선물,선물,현대캐피탈,박종만,2026-08-11,39730000,22050150.0,22900000,0,22900000,772590.0,58.0,최진영,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42264506,3,1,,,,,
C26020900075,225로2898,225로2898,신형 카니발(KA4),9인승 가솔린 프레스티지,흰색,68411,2023-11-14,판매완료,184,현물,플랫폼,오플내차팔기(바로팔기),장순명,2026-07-24,34580000,23800000.0,21900000,900000,21000000,-1727273.0,63.0,오지희,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41610715,4,3,,,,,
C26072110058,340모8775,180호9808,GV70,2.5T 2WD 기본형,흰색,105773,2022-08-25,판매완료,22,선물,선물,현대캐피탈,박종만,2026-07-31,56550000,30876300.0,33500000,0,33500000,2385181.0,59.0,김학범,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42482085,3,0,,,,,
C26052600074,45로0217,45로0217,니로,1.6 하이브리드 프레스티지,흰색,101220,2016-10-21,판매완료,79,현물,플랫폼,헤이딜러,신민석,2026-07-31,28050000,10880000.0,12300000,0,12300000,1290909.0,44.0,유봉우,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42095466,6,0,,,,,
C26062910106,175수1243,180호6093,셀토스,1.6 가솔린 2WD 트렌디,흰색,27199,2022-06-27,판매완료,44,선물,선물,현대캐피탈,박종만,2026-08-07,22050000,11025000.0,17600000,0,17600000,5977272.0,80.0,신경식,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42425087,5,0,,,,,
C26041400029,262거5679,262거5679,뉴 신형K5,2.0 가솔린 인텔리전트,청색,105806,2018-09-07,판매완료,122,현물,플랫폼,헤이딜러,송병근,2026-08-13,30870000,12000000.0,12900000,1000000,11900000,818181.0,42.0,함세진,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41885494,7,4,,,,,
C26042300039,822무7054,822무7054,더 뉴봉고Ⅲ화물,1톤 킹캡 초장축 GL,흰색,51778,2022-05-04,판매완료,108,현물,플랫폼,헤이딜러,이준희,2026-08-12,21930000,16600000.0,16200000,600000,15600000,-363637.0,74.0,김웅현,3,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41948609,3,0,,,,,
C26013010117,195주5352,180하1775,더 올뉴G80,가솔린 3.5 2WD 기본형,진회색,29805,2023-12-14,판매완료,185,선물,선물,현대캐피탈,박종만,2026-07-15,67650000,40048800.0,38800000,0,38800000,-1135273.0,57.0,이도균,2,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41610712,7,1,,,,,
C26051800075,16수0662,16수0662,올 뉴쏘렌토,R2.0 2WD 노블레스 스페셜,진회색,118333,2015-11-23,판매완료,85,현물,기타현물,개인매입,진용대,2026-08-06,35200000,10100000.0,11200000,0,11200000,1000000.0,32.0,이관호,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42076382,5,2,,,,,
C26080600072,270오1283,171하1410,더 뉴그랜저IG 하이브리드,2.4 HEV 르블랑,검정,147152,2022-05-18,판매완료,36,위탁매입,위탁매입,우리금융캐피탈,한만수,2026-07-09,41180000,19100000.0,19100000,0,19100000,0.0,46.0,심왕신,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42407567,0,0,,,,,
C26080600073,129로9093,169하6856,신형쏘렌토 하이브리드(MQ4),1.6 HEV 2WD 프레스티지,흰색,61859,2022-07-06,판매완료,20,위탁매입,위탁매입,NH농협캐피탈,유원일,2026-08-06,40060000,22875170.0,25600000,0,25600000,2477118.0,64.0,구준회,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42485663,4,0,,,,,
C26080400025,389고7732,197호3958,신형 카니발(KA4),9인승 디젤 시그니처,미색,39032,2022-11-14,판매완료,21,위탁매입,위탁매입,하나캐피탈,김영욱,2026-07-23,47180000,29500000.0,29500000,0,29500000,0.0,63.0,최진영,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42450037,0,0,,,,,
C26080400034,208서3943,157호6633,신형 카니발(KA4),9인승 가솔린 노블레스,파랑(남색곤색),31138,2022-04-20,판매완료,107,위탁매입,위탁매입,우리금융캐피탈,한만수,2026-08-04,40250000,24390000.0,24400000,0,24400000,9090.0,61.0,유웅현,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41981266,11,2,,,,,
C26080400058,308나8199,157하9484,캐스퍼,가솔린 1.0 터보 인스퍼레이션,초록(연두),13383,2022-03-25,판매완료,86,위탁매입,위탁매입,우리금융캐피탈,한만수,2026-08-04,19600000,14580000.0,14700000,0,14700000,109090.0,75.0,김찬울,2,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42076905,17,1,,,,,
C26081000059,159머4822,220호7006,신형 카니발(KA4),리무진 7인승 가솔린 시그니처,미색,74279,2023-07-11,판매완료,10,위탁매입,위탁매입,하나캐피탈,김영욱,2026-08-03,46830000,27200000.0,27200000,0,27200000,0.0,58.0,김웅현,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42498650,0,0,,,,,
C26080700040,05저5556,05저5556,신형 싼타페,R2.0 2WD 익스클루시브,회색,52271,2019-01-07,판매완료,6,자산,자산,법인자산,정병걸,2026-08-07,33670000,16656840.0,16800000,0,16800000,130145.0,50.0,김나현,0,1,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41719197,0,0,34.0,5.0,,,
C26080700042,29머0339,29머0339,올 뉴투싼,가솔린 1.6 터보 2WD 모던피버,흰색,128000,2016-07-18,판매완료,2,현물,대차,지점대차,강승원,2026-08-12,29034000,8700000.0,10890000,0,10890000,1990909.0,38.0,,0,0,javascript:;,0,0,,,,,
C26080700071,291무1019,130하2717,GV70,2.5T AWD 기본형,흰색,41445,2024-05-16,판매완료,10,위탁매입,위탁매입,하나캐피탈,김영욱,2026-08-12,58260000,37950000.0,37950000,0,37950000,0.0,65.0,김웅현,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42500763,0,0,,,,,
C26080700072,274고1279,143하1245,디 올뉴스포티지,1.6 가솔린 2WD 시그니처,회색,30223,2022-10-19,판매완료,20,위탁매입,위탁매입,하나캐피탈,김영욱,2026-07-27,33600000,23700000.0,23700000,0,23700000,0.0,71.0,김근호,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42476385,0,0,,,,,
C26080700085,389고7753,221호4317,더 올뉴G80,가솔린 2.5 AWD 기본형,흰색,50708,2023-12-12,판매완료,10,위탁매입,위탁매입,하나캐피탈,김영욱,2026-08-03,63290000,30200000.0,30200000,0,30200000,0.0,48.0,장영석,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42504937,1,0,,,,,
C26051100048,270부5962,270부5962,베리 뉴 티볼리,1.5 가솔린 2WD V1,미색,57209,2021-11-24,판매완료,93,현물,플랫폼,헤이딜러,김인홍,2026-08-05,18530000,8180000.0,9000000,0,9000000,745454.0,49.0,송연호,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42026604,9,7,,,,,
C26061500032,29무2583,29무2583,신형 스포티지,R2.0 2WD 노블레스 스페셜,검정,72770,2017-10-20,판매완료,58,현물,플랫폼,헤이딜러,남동호,2026-08-11,31450000,12050000.0,13000000,0,13000000,863636.0,41.0,강현구,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42203488,3,0,,,,,
C26051410080,305소5546,178하6062,쏘나타(DN8) 하이브리드,2.0 HEV 프리미엄,,27917,2020-05-08,판매완료,87,선물,선물,현대캐피탈,박종만,2026-08-12,33540000,6710990.0,19600000,0,19600000,11717281.0,58.0,송연호,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42090579,8,4,,,,,
C26080700029,120모4845,120모4845,익스플로러(6세대),2.3  AWD 리미티드,흰색,17282,2024-04-01,판매완료,6,현물,기타현물,개인매입,문준영,2026-08-12,68650000,28300000.0,32000000,0,32000000,3363636.0,47.0,김근호,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42516355,27,0,,,,,
C26052910052,331저3277,203호5966,뉴 G80,가솔린 2.5 AWD 기본형,,19082,2024-09-06,판매완료,72,선물,선물,현대캐피탈,박종만,2026-07-24,65400000,46237800.0,50500000,0,50500000,3874727.0,77.0,송승익,2,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42219311,13,4,,,,,
C26061900138,262두5874,172허6500,더 뉴팰리세이드,3.8 가솔린 2WD 캘리그래피,흰색,84063,2022-11-16,판매완료,52,위탁매입,위탁매입,NH농협캐피탈,유원일,2026-06-23,51730000,30697458.0,28800000,0,28800000,-1724962.0,56.0,유지석,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42268680,9,1,,,,,
C26051900035,179주5118,179주5118,1시리즈(3세대),118d 조이 퍼스트 에디션,,70191,2020-09-25,판매완료,86,현물,플랫폼,헤이딜러,문준영,2026-08-12,39200000,16250000.0,14900000,0,14900000,-1227273.0,38.0,장영석,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42251555,11,4,,,,,
C26060400060,160라3859,160라3859,올 뉴코란도,1.5 가솔린 2WD C5 플러스,흰색,47998,2021-11-18,판매완료,64,현물,기타현물,개인매입,한태웅,2026-07-23,27160000,11450000.0,14200000,0,14200000,2500000.0,52.0,서민수,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42151207,9,4,,,,,
C26063010100,290도9245,198호6472,신형 K5 하이브리드(DL3),2.0 HEV 노블레스,,67250,2023-06-28,판매완료,41,선물,선물,현대캐피탈,박종만,2026-07-08,36140000,20393100.0,22400000,0,22400000,1824454.0,62.0,송승익,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42410399,8,0,,,,,
C26041000061,145어4507,199하6345,더 뉴카니발 하이브리드(KA4),1.6 HEV 하이리무진 7인승 시그니처,검정,72657,2024-07-05,판매완료,218,위탁매입,위탁매입,우리금융캐피탈,한만수,2026-07-31,75000000,54810000.0,49500000,0,49500000,-4827273.0,66.0,이관호,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41343351,28,6,,,,,
C26061000006,286노7842,286노7842,디 올뉴스포티지 하이브리드,1.6 HEV 4WD 프레스티지,쥐색,64819,2022-11-07,판매완료,64,현물,기타현물,일반법인,김진성,2026-08-12,36480000,21490000.0,22900000,0,22900000,1281818.0,63.0,송현규,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42234350,9,7,,,,,
C26061600081,01도7984,01도7984,더 K9(RJ),3.8 GDI AWD 플래티넘Ⅱ,미색,55257,2018-09-03,판매완료,52,현물,플랫폼,헤이딜러,임현모,2026-08-07,62800000,25950000.0,27600000,0,27600000,1500000.0,44.0,이찬희,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42225579,12,4,,,,,
C26061900048,378다5748,378다5748,뉴 르노 QM6,2.0 LPe RE,흰색,53935,2024-05-08,판매완료,52,현물,기타현물,개인매입,이재원,2026-08-12,34520000,18900000.0,20200000,0,20200000,1181818.0,59.0,송연호,3,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42256471,13,5,,,,,
C26032400041,393어8760,393어8760,신형 카니발(KA4),9인승 디젤 시그니처,청색,58679,2021-03-25,판매완료,141,현물,기타현물,개인매입,이형민,2026-07-27,45200000,29000000.0,25500000,0,25500000,-3181819.0,56.0,서민수,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41767453,5,5,,,,,
C26052200085,388더1885,171호6070,신형 카니발(KA4),9인승 디젤 시그니처,흰색,30009,2023-11-28,판매완료,149,위탁매입,위탁매입,우리금융캐피탈,한만수,2026-07-24,47230000,33300000.0,30500000,0,30500000,-2545455.0,65.0,김나현,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42148608,8,11,,,,,
C26061600060,175노9226,175노9226,액티언(J120),1.5 T-GDI 2WD S9,흰색,33390,2024-10-14,판매완료,57,현물,플랫폼,헤이딜러,신학수,2026-08-11,36490000,23750000.0,24900000,0,24900000,1045454.0,68.0,이순민,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42208459,10,3,,,,,
C26041700099,330머8519,169하6527,더 올뉴G80,가솔린 3.5 AWD 기본형,진회색,104152,2022-05-26,판매완료,114,위탁매입,위탁매입,NH농협캐피탈,유원일,2026-07-14,81700000,36597518.0,35800000,0,35800000,-725017.0,44.0,김철관,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41975426,3,0,,,,,
C26062600065,180수6647,180수6647,싼타페 더 프라임,디젤 R2.0 2WD 프리미엄,흰색,82985,2016-05-12,판매완료,45,현물,기타현물,개인매입,신민석,2026-07-24,30750000,10100000.0,10700000,0,10700000,545454.0,35.0,이도균,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42283566,5,2,,,,,
C26062600038,38구1536,38구1536,그랜저HG,HG 240 모던,진회색,96198,2014-11-12,판매완료,45,현물,기타현물,개인매입,전승훈,2026-08-11,31950000,5600000.0,7100000,0,7100000,1363636.0,22.0,이도균,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42313489,5,1,,,,,
C26062300016,200버5540,200버5540,그랜저IG,3.0 GDi 익스클루시브 스페셜,흰색,60970,2018-10-15,판매완료,51,현물,플랫폼,헤이딜러,김준만,2026-08-12,42310000,17800000.0,18600000,0,18600000,727272.0,44.0,신광우,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42249565,5,1,,,,,
C26072700059,373수6493,373수6493,팰리세이드,2.2 디젤 AWD 프레스티지,흰색,144463,2021-07-15,판매완료,10,현물,기타현물,개인매입,김형훈,2026-08-12,46750000,18800000.0,21860000,0,21860000,2781818.0,47.0,이필성,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42502040,6,1,,,,,
C26080300033,69두6346,69두6346,올 뉴K3,1.6 가솔린 노블레스,흰색,64119,2019-04-08,판매완료,8,현물,플랫폼,헤이딜러,김성민,2026-08-03,25320000,13700000.0,14900000,0,14900000,1090909.0,59.0,금도윤,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42498744,11,0,,,,,
C26071500047,68어1811,68어1811,티볼리 에어,가솔린 2WD IX,청색,75664,2017-01-02,판매완료,24,현물,대차,지점대차,김병현,2026-07-23,22180000,5700000.0,7800000,0,7800000,1909090.0,35.0,김병현,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42445748,10,1,,,,,
C26052200001,60조8066,60조8066,더 뉴아반떼AD,1.6 가솔린 스타일,흰색,76672,2019-08-12,판매완료,83,현물,플랫폼,헤이딜러,이동혁,2026-08-06,18950000,10300000.0,11900000,0,11900000,1454545.0,63.0,김학범,3,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42088927,4,2,,,,,
C26032600032,278모9504,278모9504,쿠퍼(3세대),1.5 하이,빨간색,71702,2019-03-28,판매완료,139,현물,플랫폼,헤이딜러,문준영,2026-07-27,38300000,10350000.0,9900000,0,9900000,-409091.0,26.0,장영석,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42236370,6,5,,,,,
C26050810023,196더1788,196더1788,더 뉴카니발(YP),9인승 디젤 럭셔리,SWP,86089,2019-02-08,판매완료,92,선물,선물,현대캐피탈,박종만,2026-07-20,32530000,10944000.0,12100000,0,12100000,1050909.0,37.0,김동기,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42092131,0,0,,,,,
C26061900119,35조0713,35조0713,티볼리 에어,가솔린 2WD RX,청색,70201,2019-04-30,판매완료,51,현물,플랫폼,헤이딜러,김준현,2026-08-05,25710000,9100000.0,10900000,0,10900000,1636363.0,42.0,강승원,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42302658,4,0,,,,,
C26070200039,107저1994,107저1994,E클래스(5세대),E300 4매틱 AMG 라인,회색,95619,2020-06-26,판매완료,37,현물,기타현물,개인매입,이강토,2026-07-31,82500000,23100000.0,26200000,0,26200000,2818181.0,32.0,이도균,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42360137,9,0,,,,,
C26071010007,63조5614,63조5614,E클래스(5세대),쿠페 E220d,,98556,2019-08-30,판매완료,29,선물,선물,현대캐피탈,박종만,2026-07-24,72900000,19720000.0,24800000,0,24800000,4618181.0,34.0,유웅현,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42455312,21,2,,,,,
C26060800075,303우8515,303우8515,신형쏘렌토(MQ4),2.2 디젤 2WD 시그니처,진회색,68491,2020-05-20,판매완료,64,현물,플랫폼,헤이딜러(셀프),김인홍,2026-08-11,43850000,22500000.0,24200000,0,24200000,1545454.0,55.0,송연호,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42212554,6,4,,,,,
C26062410084,175수1239,122호9048,K8 하이브리드,HEV 노블레스 라이트,,48537,2023-08-31,판매완료,42,선물,선물,BNK캐피탈,박종만,2026-07-10,41770000,26106250.0,26500000,0,26500000,357954.0,63.0,송현규,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42384935,13,4,,,,,
C26060200073,372소4915,372소4915,신형 K5(DL3),1.6 가솔린 터보 프레스티지,흰색,93855,2021-07-21,판매완료,69,현물,플랫폼,헤이딜러(셀프),최형열,2026-08-11,30580000,16900000.0,16700000,0,16700000,-181819.0,55.0,신광우,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42360075,5,3,,,,,
C26080600091,324보5265,324보5265,E클래스(5세대),E250 익스클루시브,회색,59544,2022-08-29,판매완료,19,위탁매입,위탁매입,하나캐피탈,김영욱,2026-07-27,70000000,32000000.0,32000000,0,32000000,0.0,46.0,최은선,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42473600,0,0,,,,,
C26080600095,97머0906,97머0906,렉스턴 스포츠,2.2 4WD 노블레스,검정,70908,2018-09-07,판매완료,5,현물,대차,지점대차,장영석,2026-08-11,35130000,11200000.0,12270000,0,12270000,972727.0,35.0,,0,0,javascript:;,0,0,,,,,
C26080600096,19보8841,19보8841,그랜저HG,HG 300 노블,흰색,178402,2011-09-30,판매완료,5,현물,기타현물,개인매입,전승훈,2026-08-11,39330000,3200000.0,3100000,0,3100000,-90910.0,8.0,,0,0,javascript:;,0,0,,,,,
C26080600097,29도3516,29도3516,아반떼AD,1.6 GDi 밸류 플러스,회색,92177,2017-07-12,판매완료,5,현물,대차,지점대차,장영석,2026-08-11,17880000,5300000.0,6810000,0,6810000,1372727.0,38.0,,0,0,javascript:;,0,0,,,,,
C26080600101,52나2487,52나2487,LF쏘나타 하이브리드,2.0 HEV 모던,흰색,262641,2015-04-17,판매완료,6,현물,대차,지점대차,최진영,2026-08-11,32230000,2500000.0,4010000,0,4010000,1372727.0,12.0,,0,0,javascript:;,0,0,,,,,
C26021200076,128라5541,128라5541,E클래스(5세대),E250 아방가르드,,108670,2019-12-16,판매완료,174,현물,기타현물,개인매입,김형훈,2026-07-23,63600000,20300000.0,19000000,500000,18500000,-1181819.0,30.0,금도윤,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=41571748,13,4,,,,,
C26060500121,54어1933,54어1933,그랜저IG 하이브리드,2.4 HEV 익스클루시브 스페셜,진회색,101381,2019-03-27,판매완료,65,현물,플랫폼,헤이딜러(셀프),오석인,2026-08-11,44400000,17600000.0,18700000,0,18700000,1000000.0,42.0,금도윤,2,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42195991,9,5,,,,,
C26080700052,316더7785,174하9908,팰리세이드,2.2 디젤 익스클루시브,흰색,131791,2022-01-19,판매완료,64,위탁매입,위탁매입,우리금융캐피탈,한만수,2026-06-09,42910000,22500000.0,22500000,0,22500000,0.0,52.0,유지석,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42165390,2,0,,,,,
C26080700039,57라4693,31하1073,아이오닉 6,롱레인지 2WD 익스클루시브 플러스,흰색,38758,2022-11-21,판매완료,19,위탁매입,위탁매입,레드캡투어,박범수,2026-07-27,64669250,31555882.0,32300000,0,32300000,676470.0,50.0,김민식,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42459907,9,0,,,,,
C26080700062,69수6648,69수6648,엑센트 신형,위트 1.6 GDI 탑,흰색,103610,2011-06-20,판매완료,2,현물,대차,지점대차,김인섭,2026-08-11,16060000,1000000.0,2190000,0,2190000,1081818.0,14.0,,0,0,javascript:;,0,0,,,,,
C26081100034,221하8215,221하8215,더 뉴아반떼(CN7),가솔린 1.6 모던,검정,43698,2024-07-24,판매완료,21,위탁매입,위탁매입,하나캐피탈,김영욱,2026-07-23,25490000,18800000.0,18800000,0,18800000,0.0,74.0,장영석,0,0,,5,0,,,,,
C26061000046,386너6899,386너6899,아반떼(CN7),1.6 가솔린 인스퍼레이션,흰색,73332,2020-07-29,판매완료,61,현물,플랫폼,헤이딜러,김경하,2026-08-11,25045000,17000000.0,18300000,0,18300000,1181818.0,73.0,이민형,1,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42468733,5,3,,,,,
C26081100004,159호4287,159호4287,더 뉴팰리세이드,3.8 가솔린 2WD 프레스티지,흰색,32112,2022-07-19,판매완료,9,위탁매입,위탁매입,하나캐피탈,김영욱,2026-08-03,45240000,24000000.0,24000000,0,24000000,0.0,53.0,장영석,0,0,,17,0,,,,,
C26080400060,08무5214,08무5214,스토닉,1.4 가솔린 프레스티지,흰색,31277,2018-01-26,판매완료,7,현물,플랫폼,헤이딜러(셀프),한태웅,2026-08-06,21480000,13600000.0,15500000,0,15500000,1727272.0,72.0,서민수,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42502153,13,0,,,,,
C26080600013,208버5159,157하6978,K8,2.5 GDI 시그니처,초록(연두),44455,2021-09-17,판매완료,84,위탁매입,위탁매입,우리금융캐피탈,한만수,2026-05-21,43900000,23100000.0,23100000,0,23100000,0.0,53.0,권주용,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42114487,0,0,,,,,
C26080600062,129로9092,229하3532,쏘나타 디 엣지 하이브리드,2.0 HEV 인스퍼레이션,흰색,3365,2025-04-08,판매완료,20,위탁매입,위탁매입,하나캐피탈,김영욱,2026-07-23,41220000,33700000.0,33700000,0,33700000,0.0,82.0,이관호,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42469111,10,0,,,,,
C26080600064,129로9084,126호7959,K8,2.5 GDI 노블레스,청색,73540,2021-07-07,판매완료,16,위탁매입,위탁매입,하나캐피탈,김영욱,2026-07-28,36950000,19000000.0,19000000,0,19000000,0.0,51.0,구준회,0,0,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42477890,2,0,,,,,
