순차,매입일,상태,차량번호,차종,판매가,재고일,매입가,외판수리,상품화,헤딜수수료,기본제경비,공헌이익,실수익,수수료율,판매수수료,수수료율_수동,최종매출이익,내꺼,엔카URL
1,09. 07,판매완료,297로2620,기아 더뉴레이 시그니처,1190,14,956,5,65,0,15,125,12,0.1,8,0.0,,,http://www.encar.com/dc/dc_cardetailview.do?pageid=dc_carsearch&listAdvType=normal&carid=42722039
